,date,Zipcode,LAT,LNG,transaction_size,job_class,clusterName,logSumDollars,predicted,diff,Rank,logDollars
8977326,2015-08-31,18360,40.967382,-75.287972,<= $100,Not Listed,"White, Middle income Single Family",11.3673677596,10.7417753396,-40205.9148643,5188.0,3.55534806149
1668905,2016-04-30,55423,44.87446,-93.282529,<= $20,Not Listed,"Families, Low Density",12.7316233216,11.78922563,-206453.650475,1907.0,2.30258509299
12853979,2016-02-04,67846,38.034156,-100.768068,<= $1000,Not Listed,"Young Kids, Multi-racial, Low Density",13.5876433678,11.6435937158,-682271.033937,706.0,5.29831736655
14074944,2016-09-14,78611,30.801039,-98.283488,<= $100,retired,"White, Middle income Single Family",11.5390804224,10.2131123506,-75391.7269931,3754.0,4.60517018599
12664414,2015-10-28,92653,33.591304,-117.697512,<= $100,Not Listed,"Suburban, White, Wealthy",12.8103640219,13.292396432,226681.01587,24104.0,4.60517018599
9288016,2015-09-10,75092,33.652101,-96.700254,<= $1000,retired,"Families, Low Density",11.7477445907,11.7564571886,1106.67885357,14455.0,5.0106352941
5345239,2015-12-22,97321,44.65345,-123.139526,<= $100,Not Listed,"White, Middle income Single Family",11.9748591194,11.1669243147,-87962.8326723,3425.0,3.55534806149
3232533,2015-09-18,60173,42.051556,-88.055522,<= $100,Not Listed,"Homeowners, Families",12.4090583865,12.4173327102,2035.71078611,15806.0,3.63758615973
5623000,2016-04-01,94117,37.769436,-122.447662,<= $100,creative,Wealthy Urbanites (Renters),14.4797607123,13.0369721007,-1483956.51886,328.0,3.91202300543
8903272,2016-01-30,77069,29.988455,-95.5312,<= $100,Not Listed,"Families, Low Density",12.3307562618,12.9781878369,206309.881506,24082.0,3.91202300543
16358080,2016-05-31,24066,37.537053,-79.681003,<= $1000,creative,"White, Middle income Single Family",9.99570203652,7.83785951704,-19397.2266163,7110.0,5.52146091786
11182347,2016-09-22,10573,41.015857,-73.677404,<= $100,Not Listed,Wealthy Urbanites (Renters),16.4891049159,12.433189166,-14240969.782,25.0,4.60517018599
4929858,2015-11-27,80112,39.576926,-104.857826,<= $100,Not Listed,"Families, Low Density",14.9167879587,12.958345636,-2583642.51795,195.0,3.40119738166
16313641,2016-03-12,08609,40.225747,-74.740906,<= $20,Not Listed,"Low Income, African American",9.29926658117,9.30230924707,33.3069836188,13054.0,2.7080502011
5888863,2016-08-17,33480,26.686371,-80.042626,<= $5000,Not Listed,"Homeowners, Families",16.7284474094,12.7150597461,-18078067.9447,16.0,8.51719319142
6447881,2016-04-30,46236,39.895722,-85.967501,<= $100,retired,"Suburban, White, Wealthy",13.5452518139,12.3018144647,-543087.01885,865.0,4.60517018599
10108374,2016-04-18,87114,35.19364,-106.685666,<= $20,retired,"Young Kids, Multi-racial, Low Density",12.2775371267,11.8909496407,-68876.1775557,3954.0,2.7080502011
14481946,2015-01-30,94043,37.414028,-122.070679,<= $1000,Not Listed,"Homeowners, Families",14.4138777182,13.6693054243,-955165.54644,513.0,4.68213122712
16284137,2015-09-30,08063,39.867297,-75.185621,<= $100,Not Listed,"White, Middle income Single Family",8.52098598965,9.72188106638,11659.5887727,20149.0,3.95124371858
10378902,2015-10-19,77021,29.69843,-95.3569,<= $1000,Not Listed,"Low Income, African American",11.4637142122,10.3319413819,-64500.350048,4106.0,5.52146091786
16285179,2015-10-31,55373,45.088621,-93.721142,<= $100,Not Listed,"White, Middle income Single Family",9.79289113119,9.65518897616,-2303.46037968,11439.0,3.91202300543
9984972,2016-08-11,30101,34.034515,-84.707349,<= $100,retired,"Suburban, White, Wealthy",13.5328292939,11.8765768707,-609902.73514,781.0,4.60517018599
11599643,2016-02-16,78163,29.769466,-98.453225,<= $100,Not Listed,"White, Middle income Single Family",12.3763553587,10.0821247375,-213216.262229,1861.0,3.21887582487
12907807,2015-08-28,81301,37.441078,-107.852781,<= $100,retired,"Families, Low Density",13.181594087,12.4629238989,-271939.439006,1539.0,3.21887582487
665310,2016-08-09,47521,38.408491,-86.721023,<= $1000,business,"White, Middle income Single Family",8.75621009189,7.76466082844,-3994.14068748,10670.0,6.21460809842
11360447,2015-09-30,34990,27.137133,-80.346948,<= $100,Not Listed,"Suburban, White, Wealthy",14.0945095413,11.6165587319,-1210886.63977,402.0,3.68887945411
16609263,2016-04-15,75972,31.483597,-94.131501,<= $100,Not Listed,"White, Middle income Single Family",8.64329706821,9.40926481395,6528.89774838,18627.0,3.21887582487
305293,2015-10-30,20001,38.910353,-77.017739,<= $100,creative,Wealthy Urbanites (Renters),16.3013695042,12.4580801634,-11754111.8581,34.0,4.20469261939
1397137,2016-09-20,48302,42.585108,-83.293467,<= $100,homemaker,"Suburban, White, Wealthy",14.0737625324,13.0387915158,-834752.507901,597.0,3.21887582487
7800137,2015-12-18,92101,32.724103,-117.170912,<= $20,Not Listed,"Families, Low Density",14.3057174695,11.6674408355,-1515944.77833,320.0,2.3978952728
1729268,2015-10-20,94123,37.800934,-122.438366,<= $1000,Not Listed,Wealthy Urbanites (Renters),14.8650271358,13.5723260443,-2072143.18172,236.0,6.21460809842
16096714,2016-04-30,46947,40.759919,-86.376113,<= $20,Not Listed,"White, Middle income Single Family",11.3399520776,10.2011450158,-57181.9917094,4374.0,2.99573227355
8703057,2016-04-14,80031,39.873832,-105.038659,<= $20,Not Listed,"Homeowners, Families",12.5561518856,12.1917786179,-86674.4705986,3453.0,1.60943791243
11126049,2016-02-10,91325,34.237519,-118.517712,<= $100,Not Listed,"Homeowners, Families",12.544457338,12.4544796636,-24139.6768571,6534.0,3.295836866
347263,2016-04-15,20001,38.910353,-77.017739,<= $100,creative,Wealthy Urbanites (Renters),16.3013695042,12.4580801634,-11754111.8581,34.0,4.38202663467
13464757,2015-09-05,27705,36.022136,-78.975659,<= $20,Not Listed,"Families, Low Density",14.3042917795,12.5958298043,-1335003.56687,363.0,2.30258509299
9749383,2015-10-29,75013,33.114327,-96.693964,<= $1000,Not Listed,"Suburban, White, Wealthy",12.6599532445,13.2485407871,252359.709401,24129.0,5.0106352941
16613030,2016-04-19,55733,46.713831,-92.360792,<= $20,Not Listed,"White, Middle income Single Family",9.33802973312,9.48115490855,1748.31899372,15412.0,2.99573227355
16421253,2016-07-07,37771,35.840726,-84.321728,<= $20,Not Listed,"White, Middle income Single Family",11.2520411049,10.9646527781,-19242.2755436,7129.0,2.30258509299
12716506,2015-09-13,02056,42.113655,-71.334163,<= $100,Not Listed,"Suburban, White, Wealthy",10.6822618191,11.7089276102,78076.9515018,23573.0,3.21887582487
8086371,2015-08-10,12054,42.608547,-73.864416,<= $20,outdoors,"Suburban, White, Wealthy",12.4727315211,12.6956800076,65216.0872994,23397.0,1.60943791243
2459492,2016-09-14,76063,32.57074,-97.144837,<= $20,Not Listed,"Suburban, White, Wealthy",13.4363752581,12.4821988759,-420850.154612,1073.0,1.60943791243
9266452,2015-03-25,95667,38.734925,-120.789952,<= $20,Not Listed,"Suburban, White, Wealthy",12.1368190258,11.010288687,-126124.652036,2762.0,2.7080502011
12862238,2016-03-22,60641,41.946606,-87.746787,<= $1000,Not Listed,Wealthy Urbanites (Renters),11.9557762703,11.6560479687,-40326.8853457,5181.0,5.38449506279
10700576,2015-07-31,48073,42.519204,-83.164362,<= $100,Not Listed,"Families, Low Density",12.1873331529,12.3129809637,26279.444652,22010.0,3.21887582487
98931,2015-05-22,68130,41.234208,-96.195267,<= $1000,Not Listed,"Suburban, White, Wealthy",13.0934967156,12.1243242474,-301472.243687,1420.0,4.75359019111
12093647,2015-11-30,85737,32.414615,-110.946561,<= $20,Not Listed,"Suburban, White, Wealthy",12.2507113471,12.8679876237,178570.193863,24035.0,1.60943791243
9598951,2016-04-15,87571,36.39598,-105.442212,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",11.9355885039,9.77683303054,-134981.240015,2634.0,2.30258509299
9666357,2016-06-25,02864,41.966913,-71.428933,<= $20,Not Listed,"White, Middle income Single Family",11.5770826634,12.0653402578,67118.352245,23435.0,2.48490664979
1008552,2016-03-31,20004,38.894885,-77.028638,<= $100,Not Listed,Wealthy Urbanites (Renters),15.3556594836,11.9047056937,-4517323.75006,108.0,4.31748811354
2022527,2016-05-18,78705,30.294333,-97.738517,<= $1000,Not Listed,"Families, Low Density",12.871301203,10.5689624765,-350078.715483,1255.0,6.21460809842
2668934,2016-09-30,06492,41.458657,-72.804516,<= $100,Not Listed,"Families, Low Density",12.2436381434,11.7313841899,-83240.2337119,3531.0,3.73766961828
16613533,2015-09-30,35905,33.9614,-85.922422,<= $100,Not Listed,"White, Middle income Single Family",8.3742461821,9.00129726043,3779.60255897,17262.0,3.21887582487
992257,2016-05-26,28115,35.58591,-80.772464,<= $100,business,"White, Middle income Single Family",11.6576662964,10.3898142998,-83047.3738265,3535.0,3.63758615973
15106122,2015-12-31,53227,42.995814,-88.042017,<= $20,Not Listed,"Families, Low Density",11.418372998,11.0940171788,-25201.5481377,6435.0,2.30258509299
954875,2016-06-24,19130,39.967935,-75.176073,<= $1000,technology,"Families, Low Density",15.9877034402,13.4891993977,-8055930.37474,61.0,5.14749447681
6908457,2016-08-31,80111,39.613005,-104.877957,<= $100,Not Listed,"Suburban, White, Wealthy",15.0253141303,12.6892495118,-3028582.67635,173.0,3.04452243772
4494146,2015-08-14,22042,38.865024,-77.197125,<= $100,Not Listed,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,3.21887582487
9820394,2015-12-31,23235,37.51457,-77.564758,<= $1000,Not Listed,"Suburban, White, Wealthy",13.0030076056,12.2743246944,-229618.974632,1764.0,5.70378247466
1560739,2015-01-14,90067,34.057597,-118.413998,<= $5000,Not Listed,"Homeowners, Families",17.0412467566,10.323051755,-25141673.0313,10.0,7.86326672401
6352893,2015-10-27,06437,41.331777,-72.696816,<= $100,retired,"Suburban, White, Wealthy",12.8667198779,12.8182813999,-18308.8095222,7269.0,3.55534806149
16791303,2016-07-17,98603,46.055519,-122.414757,<= $100,Not Listed,"White, Middle income Single Family",9.24628649875,8.07752940709,-7144.73503685,9491.0,3.55534806149
3233006,2016-05-27,60173,42.051556,-88.055522,<= $20,business,"Homeowners, Families",12.4090583865,12.4173327102,2035.71078611,15806.0,2.94443897917
5298570,2015-10-29,97219,45.454231,-122.698526,<= $5000,Not Listed,"Families, Low Density",14.7485675473,13.3747381614,-1898729.83837,252.0,7.90100705199
4533736,2015-12-18,22042,38.865024,-77.197125,<= $20,technology,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,2.30258509299
964612,2015-11-09,20009,38.919144,-77.037381,<= $20,Not Listed,Wealthy Urbanites (Renters),15.5385039157,13.736611642,-4677136.66512,104.0,1.09861228867
11167885,2016-07-02,71201,32.532929,-92.105911,<= $100,business,"Low Income, African American",12.700653027,11.2018259622,-254697.902753,1626.0,3.04452243772
4566804,2016-06-17,22042,38.865024,-77.197125,<= $100,technology,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,3.80666248977
15483390,2016-05-04,84102,40.76025,-111.864386,<= $20,Not Listed,Wealthy Urbanites (Renters),11.8312410047,12.3807155093,100683.171077,23768.0,2.30258509299
10986237,2015-08-31,64068,39.258315,-94.389653,<= $1000,retired,"White, Middle income Single Family",11.4600519754,11.8386482346,43653.1342926,22892.0,5.29831736655
15270268,2016-08-06,60406,41.654945,-87.681952,<= $20,Not Listed,"Families, Low Density",9.82016028995,10.0773384313,5396.56232936,18172.0,2.30258509299
3052099,2015-03-28,45215,39.235279,-84.461948,<= $1000,Not Listed,"Low Income, African American",13.1958108458,11.5743385441,-431772.193378,1046.0,6.90775527898
7993006,2016-07-27,53589,42.924555,-89.212885,<= $20,creative,"White, Middle income Single Family",12.0363632204,11.0595064487,-105236.818683,3085.0,2.94443897917
1198916,2015-04-19,20910,39.002837,-77.036701,<= $1000,Not Listed,Wealthy Urbanites (Renters),14.2122799678,13.7983634669,-504013.916383,924.0,6.21460809842
5304067,2016-02-10,97219,45.454231,-122.698526,<= $20,Not Listed,"Families, Low Density",14.7485675473,13.3747381614,-1898729.83837,252.0,1.60943791243
5094326,2016-01-22,87107,35.1378,-106.642543,<= $1000,Not Listed,"Young Kids, Multi-racial, Low Density",13.3831171149,11.9310545924,-497042.317861,937.0,5.30330490806
15960032,2016-04-30,92083,33.19784,-117.248203,<= $100,Not Listed,"Hispanic, non citizens, low income",10.6676987915,11.0207664531,18184.5153307,21199.0,4.60517018599
15226881,2015-08-24,45246,39.289592,-84.469214,<= $1000,retired,"Families, Low Density",12.536584296,12.0334299862,-110048.35176,3010.0,5.29831736655
9732068,2016-09-18,15206,40.472272,-79.913156,<= $1000,Not Listed,"Families, Low Density",12.9621852355,12.126562419,-241282.284996,1702.0,6.21460809842
15763831,2015-04-09,21085,39.445883,-76.357007,<= $100,Not Listed,"White, Middle income Single Family",12.1937166233,10.512162247,-160784.122392,2318.0,3.21887582487
16772998,2015-03-24,14414,42.890961,-77.743757,<= $20,Not Listed,"White, Middle income Single Family",8.86446405528,10.1577086682,18713.1378382,21262.0,1.60943791243
6536696,2016-05-23,94611,37.82935,-122.203507,<= $20,Not Listed,"Homeowners, Families",16.0362600203,14.0033511805,-8007592.8114,62.0,0.69314718056
10072673,2015-09-30,38017,35.066971,-89.648939,<= $100,business,"Suburban, White, Wealthy",14.1096432802,12.9111014228,-937181.014682,525.0,4.24849524205
1885083,2016-02-28,20852,39.051991,-77.121931,<= $100,Not Listed,Wealthy Urbanites (Renters),14.1742613458,13.5152975348,-690879.573971,699.0,3.91202300543
13082941,2016-05-04,11374,40.726418,-73.861526,<= $20,creative,Wealthy Urbanites (Renters),11.4633044557,11.4727864627,906.589652874,14136.0,2.30258509299
10274847,2016-02-10,92124,32.823766,-117.092378,<= $100,Not Listed,"Families, Low Density",11.9135522204,12.0456135101,21074.5258799,21521.0,3.91202300543
751545,2016-03-28,19067,40.206218,-74.81844,<= $100,Not Listed,"Suburban, White, Wealthy",13.438474002,13.0170386133,-235874.911505,1731.0,4.60517018599
7551222,2015-09-15,32963,27.718239,-80.393276,<= $1000,Not Listed,"Homeowners, Families",15.627454771,12.6284933567,-5817208.95043,85.0,4.8283137373
1955427,2015-03-12,77024,29.772179,-95.514203,<= $1000,Not Listed,"Homeowners, Families",16.0872946325,13.4013182686,-9035811.13997,52.0,5.52146091786
1891004,2016-09-17,02462,42.328708,-71.2559,<= $20,homemaker,"Homeowners, Families",12.2569938707,13.3194207237,398458.937895,24189.0,1.09861228867
4543320,2016-03-25,22042,38.865024,-77.197125,<= $100,Not Listed,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,3.63758615973
7588393,2015-11-23,57108,43.479527,-96.704993,<= $100,creative,"Families, Low Density",13.9211364384,11.3940581615,-1022613.43824,476.0,3.52636052462
16830570,2016-01-23,01235,42.425676,-73.063012,<= $20,Not Listed,"Suburban, White, Wealthy",9.74835305559,9.20509189193,-7178.3473084,9483.0,2.7080502011
1835757,2016-02-24,90024,34.065723,-118.434969,<= $100,student,Wealthy Urbanites (Renters),16.2360220541,13.944399734,-10114048.9522,44.0,3.91202300543
15003234,2016-04-06,08619,40.242301,-74.696408,<= $100,Not Listed,"Families, Low Density",11.0512550181,10.8821260619,-9806.37843675,8784.0,4.60517018599
8759016,2016-08-04,01532,42.323342,-71.646236,<= $100,retired,"Suburban, White, Wealthy",12.2590919495,12.6378977092,97123.1356367,23749.0,3.55534806149
5049259,2015-09-01,32224,30.270482,-81.468756,<= $100,Not Listed,"Families, Low Density",13.9085107992,12.6840741299,-774892.424509,647.0,4.24849524205
9460648,2016-07-20,91364,34.15404,-118.593153,<= $100,Not Listed,"Homeowners, Families",13.2868501694,13.3353851847,29311.8177734,22213.0,3.21887582487
8153208,2015-11-30,10017,40.75236,-73.972493,<= $20,Not Listed,"White, Middle income Single Family",16.2460873779,11.5518856858,-11261463.0877,38.0,2.3978952728
11897061,2016-07-28,34957,27.280287,-80.238923,<= $100,Not Listed,"Homeowners, Families",12.400405115,11.2617915143,-165108.18381,2268.0,3.21887582487
14975350,2015-08-20,47933,40.038913,-86.896849,<= $20,retired,"Families, Low Density",11.9459084591,10.5148016126,-117327.971482,2898.0,2.30258509299
11321445,2016-08-22,77581,29.561554,-95.279739,<= $100,retired,"Suburban, White, Wealthy",13.5993153112,12.1521537607,-616076.207853,773.0,3.21887582487
13968375,2016-01-17,95959,39.347811,-120.918728,<= $20,Not Listed,"Suburban, White, Wealthy",13.1102867476,11.1013789536,-427735.529932,1056.0,1.60943791243
10275281,2016-08-05,92124,32.823766,-117.092378,<= $20,Not Listed,"Families, Low Density",11.9135522204,12.0456135101,21074.5258799,21521.0,2.7080502011
12678502,2016-06-07,22844,38.655841,-78.661856,<= $5000,Not Listed,"White, Middle income Single Family",10.2880013739,9.53770995915,-15504.8588406,7704.0,7.60090245954
15178971,2016-08-30,11218,40.643468,-73.976046,<= $20,retired,Wealthy Urbanites (Renters),12.6381537187,11.7147880294,-185724.018063,2068.0,2.94443897917
13019959,2015-10-12,78610,30.078514,-97.838012,<= $20,Not Listed,"White, Middle income Single Family",12.6902010488,10.9911181071,-265207.299298,1565.0,2.7080502011
954001,2016-05-25,19130,39.967935,-75.176073,<= $1000,technology,"Families, Low Density",15.9877034402,13.4891993977,-8055930.37474,61.0,5.33271879327
9815128,2015-07-23,23059,37.702234,-77.574005,<= $100,business,"Suburban, White, Wealthy",13.3281800821,11.8125723597,-479325.77506,966.0,3.21887582487
4554124,2016-07-29,22042,38.865024,-77.197125,<= $20,Not Listed,"Homeowners, Families",15.7270667377,13.0868879913,-6281032.75501,77.0,2.99573227355
4740099,2016-04-19,60647,41.921215,-87.701028,<= $20,technology,Wealthy Urbanites (Renters),13.3234232698,12.2418878275,-404056.1457,1110.0,2.30258509299
8726615,2015-05-28,02474,42.420949,-71.15637,<= $20,Not Listed,"Families, Low Density",13.1063173253,12.8789374126,-100072.243563,3173.0,2.99573227355
5956542,2016-04-07,98531,46.730437,-122.902774,<= $1000,Not Listed,"White, Middle income Single Family",11.2028068996,11.0220478079,-12127.104581,8293.0,4.8751973232
15064568,2016-02-24,96786,21.564057,-157.979306,<= $100,retired,"White, Middle income Single Family",9.48128312042,11.5842013779,94275.7481715,23734.0,3.21887582487
10285830,2016-05-16,33308,26.188511,-80.104988,<= $1000,business,"Homeowners, Families",13.8124498789,12.1537313465,-807143.016576,621.0,6.58617165485
16826389,2016-05-20,97443,43.250484,-123.004257,<= $100,Not Listed,"White, Middle income Single Family",8.77570388657,8.3146297719,-2391.82654812,11394.0,3.295836866
2640102,2016-08-26,76571,30.925736,-97.59865,<= $100,Not Listed,"White, Middle income Single Family",11.3761889414,9.61273702612,-72265.956266,3860.0,4.60517018599
13777619,2016-07-20,96826,21.291518,-157.826869,<= $100,Not Listed,Wealthy Urbanites (Renters),11.2878675825,12.0244288574,86932.6663981,23671.0,4.60517018599
13908415,2015-10-04,68847,40.76003,-99.017084,<= $20,retired,"Families, Low Density",10.9365652686,10.9262440259,-577.009065003,12536.0,2.7080502011
12113289,2015-12-12,87124,35.268498,-106.783682,<= $20,Not Listed,"Young Kids, Multi-racial, Low Density",12.3809834773,11.4883484197,-140655.748879,2565.0,2.30258509299
16479903,2015-08-31,14843,42.320079,-77.646339,<= $1000,Not Listed,"Families, Low Density",10.8998086843,10.0782559008,-30346.5941147,5916.0,4.65396035016
12397713,2016-08-13,94702,37.865777,-122.286321,<= $100,medical,"Families, Low Density",12.6572501705,12.5383376832,-35207.5410948,5542.0,3.21887582487
6697435,2015-06-30,34119,26.268263,-81.714054,<= $100,Not Listed,"Homeowners, Families",13.5479317212,12.3596257785,-532036.052611,882.0,3.68887945411
3173978,2016-04-14,53217,43.158204,-87.913225,<= $100,Not Listed,"Suburban, White, Wealthy",15.2979542921,13.6907444674,-3520990.64889,149.0,3.61091791264
7913898,2015-10-22,94010,37.57028,-122.365778,<= $100,business,"Homeowners, Families",15.0580595409,13.7935891859,-2486115.8449,201.0,4.60517018599
8373288,2015-11-06,03801,43.074812,-70.805443,<= $100,Not Listed,"Families, Low Density",13.7445342923,12.2732003867,-717597.58401,686.0,3.91202300543
9481005,2016-08-05,02210,42.347472,-71.039271,<= $100,Not Listed,Wealthy Urbanites (Renters),13.740272871,10.6422608843,-885655.678536,561.0,3.91202300543
12373748,2015-07-30,94110,37.750021,-122.415201,<= $20,Not Listed,Wealthy Urbanites (Renters),14.4149084399,13.2575751005,-1248632.43258,389.0,2.30258509299
